run,model,test_days,pred,acc,test_n,test_pos_n,test_neg_n,test_pos_frac,test_neg_frac,train_n,train_start,train_end,test_start,test_end,train_years,horizon_days,n_features,feature_set,horizon
60,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-22,2025-08-27,2025-09-26,2025-09-26,6,20,45,ma_no_days,20
60,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-22,2025-08-27,2025-09-26,2025-09-26,6,20,45,ma_no_days,20
61,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-21,2025-08-26,2025-09-25,2025-09-25,6,20,45,ma_no_days,20
61,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-21,2025-08-26,2025-09-25,2025-09-25,6,20,45,ma_no_days,20
62,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-10-18,2025-08-25,2025-09-24,2025-09-24,6,20,45,ma_no_days,20
62,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-18,2025-08-25,2025-09-24,2025-09-24,6,20,45,ma_no_days,20
63,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-17,2025-08-22,2025-09-23,2025-09-23,6,20,45,ma_no_days,20
63,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-17,2025-08-22,2025-09-23,2025-09-23,6,20,45,ma_no_days,20
64,xgboost,1,0.15,0.0,1,1,0,1.0,0.0,1470,2019-10-16,2025-08-21,2025-09-22,2025-09-22,6,20,45,ma_no_days,20
64,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-16,2025-08-21,2025-09-22,2025-09-22,6,20,45,ma_no_days,20
65,xgboost,1,0.45,0.0,1,1,0,1.0,0.0,1470,2019-10-15,2025-08-20,2025-09-19,2025-09-19,6,20,45,ma_no_days,20
65,random_forest,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-10-15,2025-08-20,2025-09-19,2025-09-19,6,20,45,ma_no_days,20
66,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-14,2025-08-19,2025-09-18,2025-09-18,6,20,45,ma_no_days,20
66,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-10-14,2025-08-19,2025-09-18,2025-09-18,6,20,45,ma_no_days,20
67,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-11,2025-08-18,2025-09-17,2025-09-17,6,20,45,ma_no_days,20
67,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-10-11,2025-08-18,2025-09-17,2025-09-17,6,20,45,ma_no_days,20
68,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-10-10,2025-08-15,2025-09-16,2025-09-16,6,20,45,ma_no_days,20
68,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-10,2025-08-15,2025-09-16,2025-09-16,6,20,45,ma_no_days,20
69,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-10-09,2025-08-14,2025-09-15,2025-09-15,6,20,45,ma_no_days,20
69,random_forest,1,0.65,1.0,1,1,0,1.0,0.0,1470,2019-10-09,2025-08-14,2025-09-15,2025-09-15,6,20,45,ma_no_days,20
70,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-08,2025-08-13,2025-09-12,2025-09-12,6,20,45,ma_no_days,20
70,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-08,2025-08-13,2025-09-12,2025-09-12,6,20,45,ma_no_days,20
71,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-07,2025-08-12,2025-09-11,2025-09-11,6,20,45,ma_no_days,20
71,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-07,2025-08-12,2025-09-11,2025-09-11,6,20,45,ma_no_days,20
72,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-04,2025-08-11,2025-09-10,2025-09-10,6,20,45,ma_no_days,20
72,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-04,2025-08-11,2025-09-10,2025-09-10,6,20,45,ma_no_days,20
73,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-03,2025-08-08,2025-09-09,2025-09-09,6,20,45,ma_no_days,20
73,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-03,2025-08-08,2025-09-09,2025-09-09,6,20,45,ma_no_days,20
74,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-02,2025-08-07,2025-09-08,2025-09-08,6,20,45,ma_no_days,20
74,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-10-02,2025-08-07,2025-09-08,2025-09-08,6,20,45,ma_no_days,20
75,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-10-01,2025-08-06,2025-09-05,2025-09-05,6,20,45,ma_no_days,20
75,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-10-01,2025-08-06,2025-09-05,2025-09-05,6,20,45,ma_no_days,20
76,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-30,2025-08-05,2025-09-04,2025-09-04,6,20,45,ma_no_days,20
76,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-30,2025-08-05,2025-09-04,2025-09-04,6,20,45,ma_no_days,20
77,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-27,2025-08-04,2025-09-03,2025-09-03,6,20,45,ma_no_days,20
77,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-27,2025-08-04,2025-09-03,2025-09-03,6,20,45,ma_no_days,20
78,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-26,2025-08-01,2025-09-02,2025-09-02,6,20,45,ma_no_days,20
78,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-26,2025-08-01,2025-09-02,2025-09-02,6,20,45,ma_no_days,20
79,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-25,2025-07-31,2025-08-29,2025-08-29,6,20,45,ma_no_days,20
79,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-25,2025-07-31,2025-08-29,2025-08-29,6,20,45,ma_no_days,20
80,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-24,2025-07-30,2025-08-28,2025-08-28,6,20,45,ma_no_days,20
80,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-24,2025-07-30,2025-08-28,2025-08-28,6,20,45,ma_no_days,20
81,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-23,2025-07-29,2025-08-27,2025-08-27,6,20,45,ma_no_days,20
81,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-23,2025-07-29,2025-08-27,2025-08-27,6,20,45,ma_no_days,20
82,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-20,2025-07-28,2025-08-26,2025-08-26,6,20,45,ma_no_days,20
82,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-09-20,2025-07-28,2025-08-26,2025-08-26,6,20,45,ma_no_days,20
83,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-19,2025-07-25,2025-08-25,2025-08-25,6,20,45,ma_no_days,20
83,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-09-19,2025-07-25,2025-08-25,2025-08-25,6,20,45,ma_no_days,20
84,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-18,2025-07-24,2025-08-22,2025-08-22,6,20,45,ma_no_days,20
84,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-09-18,2025-07-24,2025-08-22,2025-08-22,6,20,45,ma_no_days,20
85,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-17,2025-07-23,2025-08-21,2025-08-21,6,20,45,ma_no_days,20
85,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-09-17,2025-07-23,2025-08-21,2025-08-21,6,20,45,ma_no_days,20
86,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-16,2025-07-22,2025-08-20,2025-08-20,6,20,45,ma_no_days,20
86,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-16,2025-07-22,2025-08-20,2025-08-20,6,20,45,ma_no_days,20
87,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-13,2025-07-21,2025-08-19,2025-08-19,6,20,45,ma_no_days,20
87,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-13,2025-07-21,2025-08-19,2025-08-19,6,20,45,ma_no_days,20
88,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-12,2025-07-18,2025-08-18,2025-08-18,6,20,45,ma_no_days,20
88,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-12,2025-07-18,2025-08-18,2025-08-18,6,20,45,ma_no_days,20
89,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-11,2025-07-17,2025-08-15,2025-08-15,6,20,45,ma_no_days,20
89,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-09-11,2025-07-17,2025-08-15,2025-08-15,6,20,45,ma_no_days,20
90,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-10,2025-07-16,2025-08-14,2025-08-14,6,20,45,ma_no_days,20
90,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-09-10,2025-07-16,2025-08-14,2025-08-14,6,20,45,ma_no_days,20
91,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-09,2025-07-15,2025-08-13,2025-08-13,6,20,45,ma_no_days,20
91,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-09,2025-07-15,2025-08-13,2025-08-13,6,20,45,ma_no_days,20
92,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-09-06,2025-07-14,2025-08-12,2025-08-12,6,20,45,ma_no_days,20
92,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-06,2025-07-14,2025-08-12,2025-08-12,6,20,45,ma_no_days,20
93,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-05,2025-07-11,2025-08-11,2025-08-11,6,20,45,ma_no_days,20
93,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-05,2025-07-11,2025-08-11,2025-08-11,6,20,45,ma_no_days,20
94,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-04,2025-07-10,2025-08-08,2025-08-08,6,20,45,ma_no_days,20
94,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-04,2025-07-10,2025-08-08,2025-08-08,6,20,45,ma_no_days,20
95,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-09-03,2025-07-09,2025-08-07,2025-08-07,6,20,45,ma_no_days,20
95,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-09-03,2025-07-09,2025-08-07,2025-08-07,6,20,45,ma_no_days,20
96,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-30,2025-07-08,2025-08-06,2025-08-06,6,20,45,ma_no_days,20
96,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-08-30,2025-07-08,2025-08-06,2025-08-06,6,20,45,ma_no_days,20
97,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-29,2025-07-07,2025-08-05,2025-08-05,6,20,45,ma_no_days,20
97,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-08-29,2025-07-07,2025-08-05,2025-08-05,6,20,45,ma_no_days,20
98,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-28,2025-07-03,2025-08-04,2025-08-04,6,20,45,ma_no_days,20
98,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-08-28,2025-07-03,2025-08-04,2025-08-04,6,20,45,ma_no_days,20
99,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-27,2025-07-02,2025-08-01,2025-08-01,6,20,45,ma_no_days,20
99,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-08-27,2025-07-02,2025-08-01,2025-08-01,6,20,45,ma_no_days,20
100,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-26,2025-07-01,2025-07-31,2025-07-31,6,20,45,ma_no_days,20
100,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-26,2025-07-01,2025-07-31,2025-07-31,6,20,45,ma_no_days,20
101,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-23,2025-06-30,2025-07-30,2025-07-30,6,20,45,ma_no_days,20
101,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-23,2025-06-30,2025-07-30,2025-07-30,6,20,45,ma_no_days,20
102,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-22,2025-06-27,2025-07-29,2025-07-29,6,20,45,ma_no_days,20
102,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-22,2025-06-27,2025-07-29,2025-07-29,6,20,45,ma_no_days,20
103,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-21,2025-06-26,2025-07-28,2025-07-28,6,20,45,ma_no_days,20
103,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-21,2025-06-26,2025-07-28,2025-07-28,6,20,45,ma_no_days,20
104,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-20,2025-06-25,2025-07-25,2025-07-25,6,20,45,ma_no_days,20
104,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-20,2025-06-25,2025-07-25,2025-07-25,6,20,45,ma_no_days,20
105,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-08-19,2025-06-24,2025-07-24,2025-07-24,6,20,45,ma_no_days,20
105,random_forest,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-08-19,2025-06-24,2025-07-24,2025-07-24,6,20,45,ma_no_days,20
106,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-16,2025-06-23,2025-07-23,2025-07-23,6,20,45,ma_no_days,20
106,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-16,2025-06-23,2025-07-23,2025-07-23,6,20,45,ma_no_days,20
107,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-15,2025-06-20,2025-07-22,2025-07-22,6,20,45,ma_no_days,20
107,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-15,2025-06-20,2025-07-22,2025-07-22,6,20,45,ma_no_days,20
108,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-14,2025-06-18,2025-07-21,2025-07-21,6,20,45,ma_no_days,20
108,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-14,2025-06-18,2025-07-21,2025-07-21,6,20,45,ma_no_days,20
109,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-13,2025-06-17,2025-07-18,2025-07-18,6,20,45,ma_no_days,20
109,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-13,2025-06-17,2025-07-18,2025-07-18,6,20,45,ma_no_days,20
110,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-07-17,2025-07-17,6,20,45,ma_no_days,20
110,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-12,2025-06-16,2025-07-17,2025-07-17,6,20,45,ma_no_days,20
111,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-07-16,2025-07-16,6,20,45,ma_no_days,20
111,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-09,2025-06-13,2025-07-16,2025-07-16,6,20,45,ma_no_days,20
112,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-08,2025-06-12,2025-07-15,2025-07-15,6,20,45,ma_no_days,20
112,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-08,2025-06-12,2025-07-15,2025-07-15,6,20,45,ma_no_days,20
113,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-07,2025-06-11,2025-07-14,2025-07-14,6,20,45,ma_no_days,20
113,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-07,2025-06-11,2025-07-14,2025-07-14,6,20,45,ma_no_days,20
114,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-07-11,2025-07-11,6,20,45,ma_no_days,20
114,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-06,2025-06-10,2025-07-11,2025-07-11,6,20,45,ma_no_days,20
115,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-07-10,2025-07-10,6,20,45,ma_no_days,20
115,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-05,2025-06-09,2025-07-10,2025-07-10,6,20,45,ma_no_days,20
116,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-02,2025-06-06,2025-07-09,2025-07-09,6,20,45,ma_no_days,20
116,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-08-02,2025-06-06,2025-07-09,2025-07-09,6,20,45,ma_no_days,20
117,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-08-01,2025-06-05,2025-07-08,2025-07-08,6,20,45,ma_no_days,20
117,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-08-01,2025-06-05,2025-07-08,2025-07-08,6,20,45,ma_no_days,20
118,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-31,2025-06-04,2025-07-07,2025-07-07,6,20,45,ma_no_days,20
118,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-31,2025-06-04,2025-07-07,2025-07-07,6,20,45,ma_no_days,20
119,xgboost,1,1.0,0.0,1,0,1,0.0,1.0,1470,2019-07-30,2025-06-03,2025-07-03,2025-07-03,6,20,45,ma_no_days,20
119,random_forest,1,0.9,0.0,1,0,1,0.0,1.0,1470,2019-07-30,2025-06-03,2025-07-03,2025-07-03,6,20,45,ma_no_days,20
120,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-29,2025-06-02,2025-07-02,2025-07-02,6,20,45,ma_no_days,20
120,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-29,2025-06-02,2025-07-02,2025-07-02,6,20,45,ma_no_days,20
121,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-07-01,2025-07-01,6,20,45,ma_no_days,20
121,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-26,2025-05-30,2025-07-01,2025-07-01,6,20,45,ma_no_days,20
122,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-25,2025-05-29,2025-06-30,2025-06-30,6,20,45,ma_no_days,20
122,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-07-25,2025-05-29,2025-06-30,2025-06-30,6,20,45,ma_no_days,20
123,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-27,2025-06-27,6,20,45,ma_no_days,20
123,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-24,2025-05-28,2025-06-27,2025-06-27,6,20,45,ma_no_days,20
124,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-06-26,2025-06-26,6,20,45,ma_no_days,20
124,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-23,2025-05-27,2025-06-26,2025-06-26,6,20,45,ma_no_days,20
125,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-06-25,2025-06-25,6,20,45,ma_no_days,20
125,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-22,2025-05-23,2025-06-25,2025-06-25,6,20,45,ma_no_days,20
126,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-19,2025-05-22,2025-06-24,2025-06-24,6,20,45,ma_no_days,20
126,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-19,2025-05-22,2025-06-24,2025-06-24,6,20,45,ma_no_days,20
127,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-18,2025-05-21,2025-06-23,2025-06-23,6,20,45,ma_no_days,20
127,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-07-18,2025-05-21,2025-06-23,2025-06-23,6,20,45,ma_no_days,20
128,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-17,2025-05-20,2025-06-20,2025-06-20,6,20,45,ma_no_days,20
128,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-17,2025-05-20,2025-06-20,2025-06-20,6,20,45,ma_no_days,20
129,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-16,2025-05-19,2025-06-18,2025-06-18,6,20,45,ma_no_days,20
129,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-16,2025-05-19,2025-06-18,2025-06-18,6,20,45,ma_no_days,20
130,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-15,2025-05-16,2025-06-17,2025-06-17,6,20,45,ma_no_days,20
130,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-15,2025-05-16,2025-06-17,2025-06-17,6,20,45,ma_no_days,20
131,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-12,2025-05-15,2025-06-16,2025-06-16,6,20,45,ma_no_days,20
131,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-12,2025-05-15,2025-06-16,2025-06-16,6,20,45,ma_no_days,20
132,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-11,2025-05-14,2025-06-13,2025-06-13,6,20,45,ma_no_days,20
132,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-07-11,2025-05-14,2025-06-13,2025-06-13,6,20,45,ma_no_days,20
133,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-10,2025-05-13,2025-06-12,2025-06-12,6,20,45,ma_no_days,20
133,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-10,2025-05-13,2025-06-12,2025-06-12,6,20,45,ma_no_days,20
134,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-09,2025-05-12,2025-06-11,2025-06-11,6,20,45,ma_no_days,20
134,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-09,2025-05-12,2025-06-11,2025-06-11,6,20,45,ma_no_days,20
135,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-08,2025-05-09,2025-06-10,2025-06-10,6,20,45,ma_no_days,20
135,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-08,2025-05-09,2025-06-10,2025-06-10,6,20,45,ma_no_days,20
136,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-05,2025-05-08,2025-06-09,2025-06-09,6,20,45,ma_no_days,20
136,random_forest,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-07-05,2025-05-08,2025-06-09,2025-06-09,6,20,45,ma_no_days,20
137,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-03,2025-05-07,2025-06-06,2025-06-06,6,20,45,ma_no_days,20
137,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-07-03,2025-05-07,2025-06-06,2025-06-06,6,20,45,ma_no_days,20
138,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-02,2025-05-06,2025-06-05,2025-06-05,6,20,45,ma_no_days,20
138,random_forest,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-07-02,2025-05-06,2025-06-05,2025-06-05,6,20,45,ma_no_days,20
139,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-07-01,2025-05-05,2025-06-04,2025-06-04,6,20,45,ma_no_days,20
139,random_forest,1,0.85,1.0,1,1,0,1.0,0.0,1470,2019-07-01,2025-05-05,2025-06-04,2025-06-04,6,20,45,ma_no_days,20
140,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-28,2025-05-02,2025-06-03,2025-06-03,6,20,45,ma_no_days,20
140,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-06-28,2025-05-02,2025-06-03,2025-06-03,6,20,45,ma_no_days,20
141,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-27,2025-05-01,2025-06-02,2025-06-02,6,20,45,ma_no_days,20
141,random_forest,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-06-27,2025-05-01,2025-06-02,2025-06-02,6,20,45,ma_no_days,20
142,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-06-26,2025-04-30,2025-05-30,2025-05-30,6,20,45,ma_no_days,20
142,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-26,2025-04-30,2025-05-30,2025-05-30,6,20,45,ma_no_days,20
143,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-06-25,2025-04-29,2025-05-29,2025-05-29,6,20,45,ma_no_days,20
143,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-25,2025-04-29,2025-05-29,2025-05-29,6,20,45,ma_no_days,20
144,xgboost,1,0.95,1.0,1,1,0,1.0,0.0,1470,2019-06-24,2025-04-28,2025-05-28,2025-05-28,6,20,45,ma_no_days,20
144,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-24,2025-04-28,2025-05-28,2025-05-28,6,20,45,ma_no_days,20
145,xgboost,1,0.8,1.0,1,1,0,1.0,0.0,1470,2019-06-21,2025-04-25,2025-05-27,2025-05-27,6,20,45,ma_no_days,20
145,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-21,2025-04-25,2025-05-27,2025-05-27,6,20,45,ma_no_days,20
146,xgboost,1,0.6,1.0,1,1,0,1.0,0.0,1470,2019-06-20,2025-04-24,2025-05-23,2025-05-23,6,20,45,ma_no_days,20
146,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-20,2025-04-24,2025-05-23,2025-05-23,6,20,45,ma_no_days,20
147,xgboost,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-19,2025-04-23,2025-05-22,2025-05-22,6,20,45,ma_no_days,20
147,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-19,2025-04-23,2025-05-22,2025-05-22,6,20,45,ma_no_days,20
148,xgboost,1,0.9,1.0,1,1,0,1.0,0.0,1470,2019-06-18,2025-04-22,2025-05-21,2025-05-21,6,20,45,ma_no_days,20
148,random_forest,1,0.75,1.0,1,1,0,1.0,0.0,1470,2019-06-18,2025-04-22,2025-05-21,2025-05-21,6,20,45,ma_no_days,20
149,xgboost,1,1.0,1.0,1,1,0,1.0,0.0,1470,2019-06-17,2025-04-21,2025-05-20,2025-05-20,6,20,45,ma_no_days,20
149,random_forest,1,0.7,1.0,1,1,0,1.0,0.0,1470,2019-06-17,2025-04-21,2025-05-20,2025-05-20,6,20,45,ma_no_days,20
